"match_id","id","total_goals","supremacy","draw_factor","fit_error","expH","expA"
3890326,"bundesliga68",2.61,0.08,1.08,7.26179886115618e-10,1.3448709358553,1.26733342533019
3890323,"bundesliga69",2.92,-0.05,1.12,2.97481242496618e-09,1.43236943030688,1.48532746656858
3890264,"bundesliga7",2.9,-0.3,1.07,3.8090216738272e-09,1.30168458501992,1.5990810271062
3890329,"bundesliga70",3.17,1.23,1.11,9.40345317591922e-09,2.20131358165358,0.972414439591123
3890330,"bundesliga71",3.04,1.44,1.04,8.46903759898265e-09,2.23660378241912,0.801535116593567
3890328,"bundesliga72",2.91,0.87,1.1,6.15954648731201e-09,1.89062124842357,1.02096389939119
3890331,"bundesliga73",3.31,-1.4,1.09,8.39473106907832e-09,0.957564132762179,2.35504816288753
3890333,"bundesliga74",2.55,0.69,1.1,3.11754867120607e-09,1.61760341831634,0.927409341638449
3890334,"bundesliga75",2.87,0.04,1.1,6.24876549778164e-10,1.45423031495741,1.41088177763465
3890337,"bundesliga76",2.67,-0.71,1.06,1.7185365403123e-09,0.977900676285858,1.68961029038456
3890336,"bundesliga77",2.86,0.62,1.12,1.64642278531395e-09,1.74035529542442,1.11999871057875
3890332,"bundesliga78",3.47,-2.23,1.02,1.22972002784669e-08,0.619279185590354,2.84609898932795
3890335,"bundesliga79",3.28,1.14,1.13,5.15519511443286e-09,2.21187479659429,1.06963542414734
3890266,"bundesliga8",2.54,0.46,1.03,2.65965253579317e-09,1.49836852946908,1.03888021469158
3890339,"bundesliga80",2.65,0.74,1.07,2.82080416461626e-08,1.692796745453,0.95278266078589
3890338,"bundesliga81",2.86,0.76,1.09,1.91453354604316e-09,1.80737419994004,1.04954894772081
3890340,"bundesliga82",2.83,0.61,1.08,6.05345651147943e-09,1.71957830696111,1.11261975328155
3890341,"bundesliga83",3.53,2.45,0.97,8.69098821873493e-09,2.98883690793437,0.53873976586469
3890342,"bundesliga84",2.69,-0.72,1.13,4.17827823591571e-09,0.985000226738418,1.70666557368597
3890345,"bundesliga85",2.94,0.04,1.14,4.18098265403124e-09,1.4889051223008,1.45141333743744
3890343,"bundesliga86",2.34,0.1,1.03,1.45711994621002e-09,1.22405119371925,1.12073809562796
3890346,"bundesliga87",3.28,1.31,1.07,1.51911009781109e-08,2.29340429518196,0.986645583431969
3890344,"bundesliga88",3.05,0.56,1.11,5.04154567824205e-09,1.80489750586539,1.24120957596667
3890347,"bundesliga89",3.54,2.09,1.01,1.10000198217337e-08,2.81515161489409,0.72886167394208
3890267,"bundesliga9",3.33,1.41,1.05,1.12998309979545e-08,2.37020652320395,0.958603196980474
3890348,"bundesliga90",2.97,0.37,1.1,3.16537760650849e-09,1.6688000653189,1.30297051036954
3890349,"bundesliga91",3.6,-2.31,1.01,1.35082613359523e-08,0.643439153310641,2.95733654678792
3890354,"bundesliga92",2.79,0.35,1.11,2.37468682739442e-09,1.57328754142685,1.21844364128442
3890352,"bundesliga93",2.84,0.39,1.13,1.73248482953046e-09,1.61610415636966,1.22286075399001
3890351,"bundesliga94",2.63,0,1.09,7.20650817612817e-10,1.31435679914705,1.31724064103149
3890355,"bundesliga95",2.65,0.83,1.11,2.57661599442432e-09,1.74130748273571,0.911032716064524
3890353,"bundesliga96",3.4,-1.56,1.07,7.65495807140746e-09,0.917491457723751,2.4775138869575
3890350,"bundesliga97",2.93,-0.16,1.07,4.33994890833053e-09,1.38658940330224,1.5481483694088
3890356,"bundesliga98",2.49,0.47,1.09,3.58595143223947e-09,1.47934304199335,1.00588673929533
3890357,"bundesliga99",2.93,0.99,1.11,5.64241387591838e-09,1.96245607343234,0.967900454687161
3825562,"laliga4181",2.74,-0.25,1.1,1.88238329784394e-09,1.2450669601126,1.49705412607437
3825563,"laliga4182",2.76,1.84,1.05,1.83654531400232e-08,2.30162029334043,0.461599925991682
3825565,"laliga4183",2.31,0.5,1.1,3.41617356427378e-09,1.40096085976902,0.905350750425442
3825564,"laliga4184",2.28,0.18,1.01,4.80319540921532e-09,1.23073825549245,1.04706964118809
3825566,"laliga4185",2.86,-0.15,1.07,2.31774916635044e-09,1.35534722976873,1.50110906823264
266236,"laliga4186",3.09,-1.11,1.13,9.43140120585199e-09,0.988498945087982,2.09925520101829
3825568,"laliga4187",2.47,-0.2,1.04,2.02393685703143e-09,1.134030023701,1.337174855315
3825569,"laliga4188",2.34,-0.38,1.07,4.74911858383654e-09,0.978178569067645,1.35902131952796
3825567,"laliga4189",3.27,-1.81,1.09,8.82046729396659e-09,0.727466879537929,2.53803117148163
3825570,"laliga4190",2.14,0.59,1.11,9.13255176775077e-09,1.36190243734957,0.77605325991925
3825571,"laliga4191",2.49,1.06,1.07,2.8360926405596e-09,1.77664922897124,0.712345423801465
267422,"laliga4192",3.51,2.45,0.9,2.28129925271832e-08,2.98352331155024,0.529874306858733
3825574,"laliga4193",2.95,1.28,1.07,1.25568620194842e-07,2.1170174115061,0.837007471610487
3825572,"laliga4194",3.79,2.55,0.87,1.15375891889187e-07,3.17224650885941,0.620977681798599
3825573,"laliga4195",2.36,0.81,1.13,4.95257176435713e-09,1.58652783604386,0.774755167572403
3825578,"laliga4196",2.16,-0.3,1.05,4.65620670287791e-09,0.928495169780185,1.2325152084132
3825577,"laliga4197",2.21,0.43,1.07,9.83829297553195e-09,1.32066068501522,0.889869513999022
3825575,"laliga4198",2.25,0.69,1.02,3.61011338549607e-09,1.46568011444658,0.779495857316393
3825579,"laliga4199",2.42,0.09,1.09,2.22712271438818e-09,1.2549193497005,1.16938504855088
3825576,"laliga4200",2.8,1.31,1.14,7.27850363967475e-09,2.05783658753589,0.746345631471325
3825580,"laliga4201",2.53,-0.52,1.07,1.70138805869178e-09,1.00899742901869,1.52537610382942
266166,"laliga4202",2.5,-0.14,1.14,6.09759670367664e-10,1.17929523929824,1.31923014298962
3825582,"laliga4203",2.48,0.24,1.09,9.40880894496255e-10,1.3594503413187,1.1198164348935
3825581,"laliga4204",3.29,-1.65,1.13,7.52525117989345e-09,0.821419996637504,2.47319863651401
3825583,"laliga4205",2.42,-0.27,1.1,1.70519455213215e-09,1.07572118777965,1.34546864547053
3825587,"laliga4206",2.5,1.15,1.12,2.5523781882971e-08,1.82607407180357,0.677640010851767
3825585,"laliga4207",2.78,1.22,1.09,3.58822621062178e-09,1.99980543594938,0.778917352488645
3825584,"laliga4208",2.32,-0.27,1.07,4.22284359173745e-08,1.0244506120548,1.2961478055726
3825586,"laliga4209",2.39,0.72,1.06,4.25642212720833e-09,1.55081461221494,0.834597017912322
3825588,"laliga4210",2.72,0.29,1.09,3.70272211704114e-09,1.50604250853722,1.21494834762435
3825589,"laliga4211",2.2,0.05,1.07,1.42567391603168e-08,1.12787304804013,1.07368396700256
3825593,"laliga4212",2.31,-0.81,1.13,5.40320302040022e-09,0.747642172559636,1.56089966295355
3825590,"laliga4213",4.12,2.86,0.86,1.61385588766885e-08,3.48748983925104,0.627568487499194
3825592,"laliga4214",2.37,0.73,1.04,4.27788950897891e-09,1.55016860340431,0.820267253953368
3825591,"laliga4215",2.89,1.24,1.02,9.88298447248591e-09,2.06541716536191,0.821538334606361
266490,"laliga4216",4.12,2.87,0.98,1.46637433894449e-08,3.49135436093899,0.625545927537524
3825596,"laliga4217",2.28,0.71,1.07,5.22341020447938e-09,1.49676983915967,0.787506856596984
3825597,"laliga4218",2.8,0.49,1.04,2.94704368181747e-09,1.64489684287744,1.15067401926324
3825594,"laliga4219",2.95,0.67,1.08,2.83596531019905e-09,1.80951483853093,1.13768331049335
3825595,"laliga4220",2.4,0.78,1.05,9.70582218237477e-09,1.58873475039268,0.812765863110577
3825598,"laliga4221",2.66,1.59,1.12,1.81163948022477e-09,2.12414223360423,0.532274494332654
3825599,"laliga4222",2.46,-0.25,1.06,4.55480494753538e-09,1.10332551996161,1.35421238368928
3825892,"laliga4223",2.24,0.13,1.05,3.29809041196804e-09,1.18667930229511,1.05810474840935
3825602,"laliga4224",3.17,-0.85,1.15,2.02673557933894e-08,1.16093745562038,2.00927051281715
266467,"laliga4225",3.33,-1.37,1.15,1.68091056933227e-08,0.979813392658782,2.35407386796886
3825895,"laliga4226",2.73,-0.16,1.1,2.95803578520874e-09,1.28700365924747,1.44328503123063
3825848,"laliga4227",2.14,0.31,1.09,4.37459292559605e-09,1.22677734540961,0.91471102519581
3825600,"laliga4228",2.36,-0.1,1.05,1.61218589081165e-09,1.13362684449527,1.22928871238733
3825601,"laliga4229",2.68,0.42,1.07,1.77842153481171e-09,1.54920130091183,1.12892547856779
3825603,"laliga4230",2.45,0.31,1.08,4.86119833279712e-09,1.38217206352905,1.07130060753606
3825604,"laliga4231",2.77,1.38,1.11,5.22984291006519e-09,2.07747181408606,0.696557591861394
267611,"laliga4232",3.9,2.8,0.85,1.02035748720439e-08,3.35106912263471,0.547846530600783
3825608,"laliga4233",2.43,-0.44,1.05,3.79674882641277e-09,0.993158739198874,1.43741905765774
3825606,"laliga4234",3.61,2.4,0.97,3.88255653427552e-08,3.00581453202347,0.603618970139558
3825605,"laliga4235",3.19,1.34,1.01,1.13348935811815e-08,2.26310007861254,0.922878251852489
3825607,"laliga4236",2.25,0.02,1.04,4.86649598274708e-09,1.13288209020464,1.11756896015071
3825612,"laliga4237",2.28,0.4,1.18,4.97464580045609e-09,1.33975274551511,0.943621610480529
3825611,"laliga4238",2.41,0.43,1.08,1.73362978410601e-09,1.42352423186309,0.989396728981755
3825609,"laliga4239",2.41,0.23,1.14,3.02108973136967e-09,1.321279951568,1.08744081165312
3825610,"laliga4240",2.39,0.22,1.05,1.97580297861948e-09,1.30652116385125,1.08171732183659
3825613,"laliga4241",2.82,1.33,1.05,1.42671244705759e-08,2.07635361110869,0.744491913470246
3825615,"laliga4242",2.39,0.5,1.11,1.06884348975875e-08,1.4444853772171,0.947108873788162
3825614,"laliga4243",2.29,0.11,1.05,5.93660537866218e-09,1.1989707081433,1.09311287828874
3825618,"laliga4244",2.31,0.46,1.05,2.13598933271085e-09,1.38719163234117,0.926671422858953
3825616,"laliga4245",2.27,0.16,1.06,1.55362322747965e-09,1.21427703363585,1.05201641661295
3825617,"laliga4246",3.07,-0.84,1.16,2.11581435136083e-09,1.11256048090186,1.95401168080834
3825622,"laliga4247",2.41,0.37,1.06,2.73495431647367e-09,1.38945923474927,1.01706030188341
3825621,"laliga4248",2.56,-0.22,1.1,2.73593662359334e-09,1.16914185284476,1.39334144334271
3825619,"laliga4249",2.4,-0.59,1.06,9.76098253310414e-09,0.904900901531321,1.49284494261742
3825620,"laliga4250",3.02,0.63,1.16,4.61029319007749e-09,1.82630712287095,1.19245864996532
3825627,"laliga4251",3.97,2.59,1.07,1.9167871785113e-08,3.27658725773126,0.69033728526396
3825626,"laliga4252",2.49,0.32,1.08,1.64494687759803e-09,1.40715764858689,1.08740614811913
3825624,"laliga4253",2.57,-0.35,1.07,2.37046539502886e-09,1.10938634510947,1.45651680377321
3825625,"laliga4254",3.81,2.65,0.89,2.44174531418376e-09,3.22977234439216,0.580669877251743
3825623,"laliga4255",2.63,1.14,1.11,8.3463259016022e-09,1.88458385488057,0.741748994917271
3825628,"laliga4256",2.31,0.34,1.09,3.53438400661213e-09,1.3231445919613,0.986156868102928
3825630,"laliga4257",2.32,-0.11,1.11,5.59898821008716e-09,1.10852103642029,1.21547861261675
3825631,"laliga4258",2.17,-0.48,1.05,1.97436617404391e-09,0.843675142364518,1.32194356908827
3825629,"laliga4259",2.84,0.44,1.12,1.95492060330815e-09,1.64089621720216,1.1999046602504
3825632,"laliga4260",2.28,0.51,1.01,1.52896284131895e-09,1.39532878580964,0.887786128318807
3825633,"laliga4261",2.68,0.5,1.07,3.26721567324361e-09,1.58926100366667,1.09115062176765
3825635,"laliga4262",3.23,-0.38,1.12,5.34126004919088e-09,1.42313802166773,1.80325510411865
3825634,"laliga4263",2.47,0.21,1.08,5.42088994293557e-10,1.33807984800202,1.1294797368065
3825636,"laliga4264",2.4,0.32,1.07,1.4156714901197e-09,1.35937466531031,1.04420384939381
3825874,"laliga4265",2.91,1.41,1.08,1.3350334204226e-08,2.16349760007721,0.748763422243289
3825638,"laliga4266",2.4,0.99,1.01,2.72499157134479e-09,1.69335371323393,0.708013630163639
3825637,"laliga4267",3.79,2.66,1.05,1.2087564182038e-08,3.22543882863168,0.568367602904658
3825639,"laliga4268",2.43,-0.41,1.05,9.46050079675497e-09,1.010826293679,1.41995472655045
3825640,"laliga4269",2.2,-0.02,1.08,2.67374228762563e-09,1.08713913460491,1.10922769842337
3825641,"laliga4270",2.59,1.23,1.04,4.04032141194539e-09,1.90900990401998,0.67893426791793
3825642,"laliga4271",2.31,-0.83,1.06,2.83641101475873e-07,0.739095400305436,1.56846231611082
3825645,"laliga4272",3.27,-1.64,1.09,1.20384728860136e-08,0.816450210723669,2.4543974134875
3825643,"laliga4273",3.93,2.6,0.93,1.11257206669959e-08,3.2637748236353,0.666301306443122
3825644,"laliga4274",2.62,0.1,1.1,9.33293542146713e-10,1.36174600476706,1.26164797768883
3825647,"laliga4275",2.66,1.16,1.09,3.10951229753828e-09,1.90723050702415,0.748162781719008
3825646,"laliga4276",2.73,0.44,1.08,2.24028797759798e-08,1.58277779714749,1.14561199304431
3825650,"laliga4277",2.5,-0.33,1.04,1.9468564219627e-09,1.0810729441489,1.4155541497082
3825648,"laliga4278",2.63,0.26,1.13,1.41197927054545e-08,1.44521499187861,1.18711141926308
3825651,"laliga4279",2.44,0.36,1.09,1.00654608707195e-09,1.40299890133122,1.0408684799482
3825649,"laliga4280",2.42,0.03,1.05,1.19949066075088e-09,1.22696085587224,1.19699419041464
3825652,"laliga4281",2.34,0.07,1.08,2.84560839623589e-09,1.20626661597744,1.13585446708841
3825654,"laliga4282",2.89,0.81,1.1,5.53553587907455e-09,1.85267553236141,1.0395157284854
3825653,"laliga4283",2.19,0.39,1.02,2.21962658698546e-09,1.28810766024604,0.896977712704127
3825656,"laliga4284",2.28,0.02,1.07,4.2444562217749e-09,1.15010343696317,1.12715669214627
3825657,"laliga4285",2.52,0.79,1.06,2.01342586310141e-09,1.65278469492844,0.865489789653423
3825655,"laliga4286",2.7,0.68,1.1,4.29824188103435e-09,1.6930106629661,1.01047316731407
3825659,"laliga4287",2.78,1.2,1.04,5.98449612096394e-09,1.99251475669272,0.790762795667705
3825658,"laliga4288",2.79,1.86,1.04,6.95375243396277e-09,2.32408461005696,0.464589850016996
3825660,"laliga4289",3.2,1.71,1.06,4.20552520137455e-08,2.45426770949822,0.747165059132153
3825661,"laliga4290",3.36,-0.47,1.09,3.04523124754475e-08,1.44556035010853,1.91198319927566
3825663,"laliga4291",2.35,0.23,1.08,2.75583573813463e-09,1.29063476534052,1.05669230856269
3825662,"laliga4292",2.78,-0.35,1.1,2.99820244149769e-09,1.21320917177715,1.56456020832073
266424,"laliga4293",3.33,0.13,1.17,6.27875933243769e-09,1.72587437122113,1.59925331817416
3825664,"laliga4294",2.84,0.04,1.1,9.05657078878869e-09,1.43795345057193,1.40115029958708
3825888,"laliga4295",2.76,1.24,1.09,1.11002158752009e-08,1.99728431497567,0.75981286169091
3825666,"laliga4296",2.5,-1.08,1.11,4.48296730458453e-09,0.709316323285168,1.79297346911996
3825665,"laliga4297",2.45,-0.6,1.06,4.98256189644919e-09,0.926677719528076,1.52744778574229
3825668,"laliga4298",2.34,0.36,1.06,3.39015214252777e-09,1.35023376733845,0.994620585326901
3825667,"laliga4299",2.49,1.01,1.04,1.18004267402415e-08,1.75140249235549,0.737616960963263
3825669,"laliga4300",2.61,0.25,1.06,1.18308083422059e-09,1.43161383683634,1.18300780848998
3825670,"laliga4301",2.46,0.49,1.07,2.80399072172024e-09,1.47233236981874,0.985937920854186
3825674,"laliga4302",2.76,1.65,1.08,4.44041792690747e-08,2.20579073316878,0.556462724699542
266885,"laliga4303",3.96,2.79,0.77,1.40344831035032e-08,3.37430312407989,0.584333392545474
3825671,"laliga4304",3.17,1.38,1.07,8.26122095834914e-09,2.27449629082678,0.892650935972996
3825673,"laliga4305",2.38,0.26,1.06,1.36865754851783e-09,1.3205457705761,1.05650789003394
3825672,"laliga4306",2.36,0.84,1.09,6.13463155696656e-09,1.60065514012007,0.760788049417411
3825678,"laliga4307",3.29,-1.42,1.07,1.23885398531551e-08,0.932412300089682,2.35436288974618
3825676,"laliga4308",2.34,-0.16,1.05,2.7248500248052e-09,1.0885677763161,1.2532390306193
3825677,"laliga4309",3.06,0.94,1.05,1.95570159490472e-08,2.00024994966078,1.06245119036194
3825675,"laliga4310",2.76,-0.34,1.09,1.3059771138976e-09,1.21034201107096,1.55347451941239
3825679,"laliga4311",2.93,-0.5,1.1,4.02853213664123e-09,1.21662169812125,1.7138251638842
3825682,"laliga4312",2.25,-1.09,1.01,7.05759158581394e-09,0.578608390641447,1.66890799281401
3825680,"laliga4313",2.86,-0.1,1.09,4.52325278039214e-09,1.37646086240957,1.48125810216088
3825681,"laliga4314",3.87,2.66,0.94,9.79395759493028e-09,3.26472523010729,0.609006695231084
267274,"laliga4315",3.47,-2.02,1.03,1.47632856305135e-08,0.729203741377609,2.74549017604515
3825686,"laliga4316",2.74,1.17,1.06,1.06064401189734e-08,1.9569686626515,0.784314258478562
3825683,"laliga4317",2.44,0.58,1.09,2.11877666803204e-09,1.50960768461973,0.927788244641915
3825685,"laliga4318",2.45,0.3,1.07,3.66375179875912e-09,1.37606595451877,1.07513923601001
3825684,"laliga4319",2.83,1.28,1.05,1.02918909476008e-08,2.05393697480976,0.777524192643889
3825687,"laliga4320",2.34,0.53,1.07,1.88589014465068e-09,1.43578151233314,0.906118077538359
3825688,"laliga4321",2.37,-0.06,1.08,1.19446103558535e-09,1.15550699474822,1.21597274786528
266961,"laliga4322",3.97,2.86,0.93,1.71160745312972e-08,3.41456432187642,0.555300781439455
3825689,"laliga4323",2.93,1.13,1.1,5.7528576934273e-09,2.03182321150737,0.899973862793684
3825690,"laliga4324",2.54,0.36,1.07,2.7352251123187e-09,1.45016932783934,1.09095694372845
3825691,"laliga4325",2.25,0.41,1.05,2.07771608778598e-09,1.33243003426463,0.920842277710636
3825692,"laliga4326",3.27,1.56,1.09,5.74118236128488e-09,2.41324459232742,0.856272320615694
3825693,"laliga4327",2.4,1.07,1.06,4.21988475796786e-09,1.73621405397474,0.663767049449998
3825694,"laliga4328",2.44,0.14,1.06,9.76214743813908e-10,1.28866810872967,1.14754175012191
3825696,"laliga4329",2.52,0.2,1.07,7.19776783766799e-10,1.3615050390581,1.15959789068693
3825695,"laliga4330",3.27,-0.93,1.09,2.7339039622118e-08,1.16949028057045,2.10427310724503
3825699,"laliga4331",3.02,-0.58,1.13,5.26484984555107e-09,1.21912693458569,1.79889254238242
3825891,"laliga4332",2.43,0.54,1.07,2.28094752003e-09,1.48222964870015,0.943370810733782
3825698,"laliga4333",2.32,0.49,1.08,2.67590101695281e-09,1.40803525609868,0.913638031755418
3825697,"laliga4334",2.6,0.84,1.1,2.95617608046942e-09,1.71822659610323,0.87888334675866
3825703,"laliga4335",2.63,1.39,1.04,3.98956320876497e-09,2.00838870334361,0.618805624703429
3825704,"laliga4336",2.56,-0.02,1.11,4.5873802518955e-09,1.27328645193176,1.29008453107174
3825701,"laliga4337",2.22,-0.85,1.06,7.68349151312301e-09,0.682162496105998,1.53480770135742
3825700,"laliga4338",4.31,2.81,0.73,1.79008526016168e-08,3.56229708808864,0.747862490820004
3825702,"laliga4339",2.39,0.22,1.06,1.0368863131619e-09,1.30721900518444,1.08737533448738
267327,"laliga4340",4.06,2.9,0.6,1.68516247048386e-08,3.47993265070525,0.580260812259124
3825706,"laliga4341",2.66,-0.05,1.14,7.8742035737531e-10,1.30898667903232,1.35474910420396
3825705,"laliga4342",2.39,0.63,1.09,5.03933411188178e-09,1.50905922275466,0.882320661730829
3825712,"laliga4343",2.26,0.04,1.03,3.10167143015529e-09,1.15354980894507,1.10975545691569
3825707,"laliga4344",2.31,0.48,1,4.99160149954667e-09,1.39287357265464,0.917710251948716
3825708,"laliga4345",2.27,-0.21,1.07,5.97993342913513e-09,1.02851178417707,1.23670916101216
3825710,"laliga4346",3.89,2.32,0.92,8.84456468903704e-09,3.10103112636099,0.784322078212421
3825709,"laliga4347",3.12,1.36,1.09,8.43908662027817e-09,2.23690876558711,0.880478112569628
3825711,"laliga4348",2.53,-1.11,0.99,6.43230240152152e-09,0.708759852530439,1.81897370943625
3825713,"laliga4349",2.49,0.66,1.1,2.55487775942606e-09,1.57476005633877,0.911143586326996
3825714,"laliga4350",2.6,1.81,0.93,6.12937725124954e-09,2.20732532539231,0.39470358008666
266670,"laliga4351",3.43,-2.17,0.99,8.05673446608386e-09,0.629660232716801,2.79696589581098
3825715,"laliga4352",2.4,0.44,1.11,5.41569615613235e-09,1.42037692397087,0.976627417361573
3825719,"laliga4353",2.6,1.31,0.93,6.89669613304778e-09,1.9582168174121,0.646704324945762
3825720,"laliga4354",2.38,0.19,1.06,1.47785263349465e-09,1.28758919766183,1.09729023990399
3825717,"laliga4355",2.61,-0.85,1.05,4.52401899105569e-09,0.879215172707733,1.73104667924329
3825721,"laliga4356",2.36,0.05,1.09,1.22097159240765e-09,1.20546859426653,1.15317494028686
3825718,"laliga4357",3.32,-1.29,1.11,7.00557351647761e-09,1.01478646205699,2.30177283353616
3825716,"laliga4358",2.58,0.02,1.06,1.54815637590988e-09,1.301218908776,1.27831770732935
3825722,"laliga4359",2.34,0.28,1.08,1.02292736105656e-09,1.30592736268299,1.03086682499505
266620,"laliga4360",4.26,3.07,0.6,3.03452644471029e-07,3.66672145245583,0.592228023169991
3825725,"laliga4361",2.46,0.61,1.07,5.52928257353714e-09,1.53909677733735,0.924815055474276
3825723,"laliga4362",2.52,0.25,1.11,1.85480446227867e-09,1.38461968904898,1.13249059682993
3825724,"laliga4363",3.85,2.34,1.05,1.84984178016564e-08,3.09294391243649,0.7565533995742
3825726,"laliga4364",2.8,0.45,1.1,1.24182210366375e-08,1.62321417310279,1.17652670490294
3825728,"laliga4365",2.3,-0.52,1.09,2.1285672635411e-09,0.890395193173148,1.4100171750432
3825727,"laliga4366",2.28,0.46,1.03,4.59173042576864e-09,1.3707642974782,0.90821422249799
3825731,"laliga4367",2.3,0.06,1.1,3.66383774798778e-09,1.17914633276417,1.12072174157867
3825730,"laliga4368",2.47,0.33,1.01,8.1480901623671e-10,1.40182573739984,1.06935360674956
3825729,"laliga4369",2.7,1.29,1.08,1.1709537584067e-08,1.99628018363258,0.708022721461095
3825732,"laliga4370",2.57,1.15,1.1,4.12840727010312e-09,1.86090288935173,0.709723105347925
3825733,"laliga4371",2.71,0.82,1.1,7.30789863848262e-09,1.76550544403172,0.948624387957859
3825734,"laliga4372",2.47,0.65,1.08,1.02897719888527e-08,1.5571804883033,0.910739019897648
3825735,"laliga4373",2.68,1.15,1.08,1.47880616846322e-08,1.91708009336537,0.765361339872449
266149,"laliga4374",3.54,2.34,1.01,1.32126851031744e-08,2.94035369423177,0.601712117358695
3825737,"laliga4375",2.35,0.35,1.09,5.10981283452692e-09,1.35042890653757,1.00105090353411
3825738,"laliga4376",2.34,-1.02,1.08,6.77967558653397e-09,0.658169448715131,1.68188443683817
3825739,"laliga4377",4.25,2.86,0.84,1.61612247307389e-08,3.55527541316095,0.696526527066753
3825736,"laliga4378",2.98,1.09,1.08,1.42946832666628e-08,2.0371526685551,0.94306507160622
3825740,"laliga4379",2.35,0.74,1.05,2.47806946841823e-09,1.54274585966052,0.80319906183985
3825741,"laliga4380",2.46,-0.19,1.09,2.47903055774117e-09,1.13829894607381,1.32664741278123
3825744,"laliga4381",2.32,-0.09,1.07,1.42791148337212e-09,1.11147579268575,1.20453980005746
3825742,"laliga4382",2.34,0.16,1.07,1.23193403358778e-09,1.25175242747062,1.08832906419731
265894,"laliga4383",3.21,-1.19,1.18,3.91018751077095e-09,1.01070924568251,2.20007114379683
3825743,"laliga4384",2.75,0.39,1.04,3.20543086971489e-09,1.56717620089452,1.17843100290535
3825747,"laliga4385",2.57,0.91,1.06,4.59718256737558e-09,1.73677614014202,0.829896377061489
3825748,"laliga4386",2.36,1.13,1.04,7.17040786438702e-09,1.74722358546534,0.613890962804972
3825746,"laliga4387",3.43,-1.61,1.06,1.16398951652865e-08,0.909926875451566,2.51927607406473
3825745,"laliga4388",2.48,0.41,1.09,2.23228486753931e-09,1.44685154769767,1.03629675785368
3825749,"laliga4389",2.31,0.39,1.06,1.13901687650052e-09,1.34966725620043,0.957515792016813
267576,"laliga4390",2.76,1.18,1.1,1.52096317042118e-08,1.96578340214215,0.789326749427102
3825752,"laliga4391",2.32,0.16,1.07,2.21057182223841e-09,1.24023928374548,1.07563507603297
3825751,"laliga4392",2.44,-0.43,1.06,4.50890380067174e-09,1.00205407579237,1.43431932004182
3825750,"laliga4393",2.67,1.04,1.11,6.29311289165058e-09,1.85754510352515,0.814767847305555
3825753,"laliga4394",2.57,1.15,1.06,2.35456944771417e-08,1.85720007981976,0.709421268035829
3825754,"laliga4395",2.46,0.04,1.04,7.79749066749494e-10,1.25013377591838,1.20592396720572
3825757,"laliga4396",3.99,2.8,0.99,3.28644900250149e-08,3.39534736978336,0.591964866984068
3825756,"laliga4397",2.85,1.51,1.04,6.55810611734324e-09,2.18325821182055,0.671487000358332
3825755,"laliga4398",2.77,0.99,1.14,7.39150521822999e-08,1.87825580596656,0.889814155461908
3825758,"laliga4399",2.68,0.67,1.05,3.98098279579554e-09,1.672102995202,1.0032359707248
3825759,"laliga4400",2.41,0.97,1.06,1.01689817596021e-08,1.68886253697102,0.721116140173489
3825761,"laliga4401",2.49,0.76,1.11,3.21607276633756e-09,1.62409841977472,0.868550689516716
3825760,"laliga4402",2.62,1.35,1.06,6.02193945729302e-09,1.98170614624197,0.636239256558671
3825762,"laliga4403",2.42,0.08,1.03,6.62538217779674e-10,1.25163103686098,1.16694006764037
3825763,"laliga4404",2.88,0.78,1.06,3.92607718963132e-09,1.82572931803442,1.0499427809423
3825766,"laliga4405",2.44,0.04,1.09,2.66496690377537e-09,1.24389134660612,1.20076061655646
3825765,"laliga4406",2.64,-0.21,1.06,2.99487724292585e-09,1.21574354310501,1.42428340058687
3825764,"laliga4407",3.52,-1.88,1.05,5.97248628128343e-09,0.819213457316724,2.7010879661835
266160,"laliga4408",3.41,-2.4,0.95,2.73795610813192e-08,0.5048430726082,2.90331349564744
3825767,"laliga4409",2.45,0.11,1.1,1.07955106808613e-09,1.28114812172704,1.17088198101905
3825768,"laliga4410",2.82,0.26,1.17,2.43207834039614e-09,1.54437662648399,1.2802648267432
3825771,"laliga4411",2.47,0.81,1.17,4.26242138573552e-09,1.6412786905359,0.831476019437913
3825770,"laliga4412",3.77,1.69,1.2,8.14956235926001e-09,2.73078598550912,1.03582787496871
3825772,"laliga4413",2.7,0.95,1.11,4.12965770785667e-09,1.82462988127337,0.871202970140341
3825769,"laliga4414",2.29,0.42,1.1,3.9614737561141e-09,1.3544351578962,0.933855721652426
266254,"laliga4415",4.04,2.94,0.9,6.27769192894155e-08,3.487095327367,0.550700544720545
3825773,"laliga4416",2.48,0.48,1.08,1.84420243086511e-09,1.47976259296145,0.999739825815536
3825774,"laliga4417",2.3,-1.17,1.04,1.39570697209502e-08,0.562547416788191,1.73547321968589
3825776,"laliga4418",3.02,1.61,1.03,4.69738695459831e-09,2.31532586237089,0.707622518799846
3825775,"laliga4419",2.63,0.92,1.07,6.05889992445554e-09,1.7718639527548,0.854752155925688
266815,"laliga4420",3.81,-2.45,1.11,3.05243842074419e-08,0.682869173558758,3.13162475663415
3825777,"laliga4421",2.46,0.4,1.07,1.95837088674299e-09,1.42792480517827,1.02824806921073
3825778,"laliga4422",2.47,0.49,1.12,4.07212038760927e-09,1.4797517823306,0.989619196967411
